"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G55007900106001","550790106001","71","7"
"G55007900106002","550790106002","68","7"
"G55007900107001","550790107001","68","7"
"G55007900107002","550790107002","52","4"
"G55007900108001","550790108001","45","3"
"G55007900108002","550790108002","41","3"
"G55007900110001","550790110001","48","4"
"G55007900110002","550790110002","50","4"
"G55007900110003","550790110003","27","1"
"G55007900111001","550790111001","54","5"
"G55007900111002","550790111002","54","5"
"G55007900112001","550790112001","62","6"
"G55007900112002","550790112002","44","3"
"G55007900113001","550790113001","40","2"
"G55007900113002","550790113002","57","5"
"G55007900114001","550790114001","43","3"
"G55007900122001","550790122001","93","10"
"G55007900122002","550790122002","93","10"
"G55007900122003","550790122003","93","10"
"G55007900123001","550790123001","97","10"
"G55007900124001","550790124001","81","9"
"G55007900124002","550790124002","66","7"
"G55007900125001","550790125001","43","3"
"G55007900125002","550790125002","50","4"
"G55007900126001","550790126001","72","8"
"G55007900126002","550790126002","78","8"
"G55007900126003","550790126003","67","7"
"G55007900127001","550790127001","71","7"
"G55007900128001","550790128001","GQ","GQ"
"G55007900128002","550790128002","71","7"
"G55007900129001","550790129001","82","9"
"G55007900129002","550790129002","80","9"
"G55007900129003","550790129003","76","8"
"G55007900130001","550790130001","72","8"
"G55007900130002","550790130002","86","9"
"G55007900133001","550790133001","88","10"
"G55007900134001","550790134001","95","10"
"G55007900134002","550790134002","95","10"
"G55007900134003","550790134003","95","10"
"G55007900135001","550790135001","81","9"
"G55007900135002","550790135002","83","9"
"G55007900136001","550790136001","85","9"
"G55007900136002","550790136002","86","9"
"G55007900136003","550790136003","86","9"
"G55007900137001","550790137001","99","10"
"G55007900137002","550790137002","99","10"
"G55007900141001","550790141001","76","8"
"G55007900143001","550790143001","63","6"
"G55007900143002","550790143002","64","6"
"G55007900144001","550790144001","GQ","GQ"
"G55007900144002","550790144002","32","2"
"G55007900144003","550790144003","61","6"
"G55007900146001","550790146001","80","9"
"G55007900146002","550790146002","GQ","GQ"
"G55007900147001","550790147001","81","9"
"G55007900147002","550790147002","GQ","GQ"
"G55007900148001","550790148001","76","8"
"G55007900148002","550790148002","77","8"
"G55007900149001","550790149001","100","10"
"G55007900149002","550790149002","100","10"
"G55007900157001","550790157001","99","10"
"G55007900157002","550790157002","94","10"
"G55007900157003","550790157003","97","10"
"G55007900158001","550790158001","99","10"
"G55007900158002","550790158002","95","10"
"G55007900158003","550790158003","96","10"
"G55007900159001","550790159001","86","9"
"G55007900159002","550790159002","85","9"
"G55007900159003","550790159003","86","9"
"G55007900160001","550790160001","90","10"
"G55007900160002","550790160002","91","10"
"G55007900161001","550790161001","87","10"
"G55007900161002","550790161002","84","9"
"G55007900161003","550790161003","84","9"
"G55007900162001","550790162001","90","10"
"G55007900162002","550790162002","84","9"
"G55007900162003","550790162003","83","9"
"G55007900163001","550790163001","96","10"
"G55007900163002","550790163002","95","10"
"G55007900163003","550790163003","95","10"
"G55007900163004","550790163004","97","10"
"G55007900164001","550790164001","95","10"
"G55007900164002","550790164002","95","10"
"G55007900164003","550790164003","95","10"
"G55007900164004","550790164004","95","10"
"G55007900165001","550790165001","92","10"
"G55007900165002","550790165002","92","10"
"G55007900166001","550790166001","86","9"
"G55007900166002","550790166002","86","9"
"G55007900167001","550790167001","98","10"
"G55007900167002","550790167002","96","10"
"G55007900167003","550790167003","96","10"
"G55007900168001","550790168001","98","10"
"G55007900168002","550790168002","95","10"
"G55007900168003","550790168003","94","10"
"G55007900169001","550790169001","95","10"
"G55007900169002","550790169002","96","10"
"G55007900169003","550790169003","99","10"
"G55007900170001","550790170001","91","10"
"G55007900170002","550790170002","91","10"
"G55007900170003","550790170003","91","10"
"G55007900170004","550790170004","91","10"
"G55007900170005","550790170005","91","10"
"G55007900171001","550790171001","80","9"
"G55007900171002","550790171002","81","9"
"G55007900172001","550790172001","84","9"
"G55007900172002","550790172002","88","10"
"G55007900173001","550790173001","89","10"
"G55007900173002","550790173002","91","10"
"G55007900173003","550790173003","87","10"
"G55007900174001","550790174001","94","10"
"G55007900174002","550790174002","97","10"
"G55007900175001","550790175001","97","10"
"G55007900175002","550790175002","97","10"
"G55007900175003","550790175003","97","10"
"G55007900175004","550790175004","97","10"
"G55007900176001","550790176001","92","10"
"G55007900176002","550790176002","98","10"
"G55007900179001","550790179001","51","4"
"G55007900179002","550790179002","51","4"
"G55007900179003","550790179003","55","5"
"G55007900179004","550790179004","54","5"
"G55007900180001","550790180001","57","5"
"G55007900180002","550790180002","46","3"
"G55007900181001","550790181001","51","4"
"G55007900181002","550790181002","44","3"
"G55007900182001","550790182001","36","2"
"G55007900182002","550790182002","30","1"
"G55007900183001","550790183001","56","5"
"G55007900183002","550790183002","54","5"
"G55007900183003","550790183003","43","3"
"G55007900184001","550790184001","52","4"
"G55007900184002","550790184002","58","5"
"G55007900185001","550790185001","67","7"
"G55007900185002","550790185002","62","6"
"G55007900186001","550790186001","90","10"
"G55007900186002","550790186002","93","10"
"G55007900186003","550790186003","86","9"
"G55007900187001","550790187001","93","10"
"G55007900187002","550790187002","91","10"
"G55007900187003","550790187003","89","10"
"G55007900188001","550790188001","90","10"
"G55007900188002","550790188002","90","10"
"G55007900189001","550790189001","81","9"
"G55007900190001","550790190001","71","7"
"G55007900190002","550790190002","65","6"
"G55007900190003","550790190003","67","7"
"G55007900190004","550790190004","67","7"
"G55007900190005","550790190005","56","5"
"G55007900191001","550790191001","63","6"
"G55007900191002","550790191002","73","8"
"G55007900191003","550790191003","75","8"
"G55007900192001","550790192001","69","7"
"G55007900192002","550790192002","74","8"
"G55007900192003","550790192003","63","6"
"G55007900192004","550790192004","74","8"
"G55007900193001","550790193001","68","7"
"G55007900193002","550790193002","66","7"
"G55007900193003","550790193003","67","7"
"G55007900194001","550790194001","66","7"
"G55007900194002","550790194002","65","6"
"G55007900195001","550790195001","59","5"
"G55007900195002","550790195002","58","5"
"G55007900196001","550790196001","68","7"
"G55007900196002","550790196002","61","6"
"G55007900196003","550790196003","76","8"
"G55007900196004","550790196004","63","6"
"G55007900197001","550790197001","57","5"
"G55007900197002","550790197002","53","4"
"G55007900197003","550790197003","57","5"
"G55007900197004","550790197004","64","6"
"G55007900198001","550790198001","67","7"
"G55007900198002","550790198002","62","6"
"G55007900198003","550790198003","61","6"
"G55007900198004","550790198004","71","7"
"G55007900198005","550790198005","67","7"
"G55007900199001","550790199001","71","7"
"G55007900199002","550790199002","74","8"
"G55007900199003","550790199003","69","7"
"G55007900199004","550790199004","64","6"
"G55007900200001","550790200001","69","7"
"G55007900200002","550790200002","80","9"
"G55007900201001","550790201001","79","9"
"G55007900201002","550790201002","75","8"
"G55007900201003","550790201003","77","8"
"G55007900202001","550790202001","70","7"
"G55007900202002","550790202002","66","7"
"G55007900202003","550790202003","78","8"
"G55007900203001","550790203001","72","8"
"G55007900203002","550790203002","73","8"
"G55007900204001","550790204001","79","9"
"G55007900204002","550790204002","80","9"
"G55007900204003","550790204003","78","8"
"G55007900205001","550790205001","80","9"
"G55007900205002","550790205002","79","9"
"G55007900205003","550790205003","79","9"
"G55007900206001","550790206001","66","7"
"G55007900206002","550790206002","62","6"
"G55007900207001","550790207001","67","7"
"G55007900207002","550790207002","61","6"
"G55007900207003","550790207003","68","7"
"G55007900207004","550790207004","55","5"
"G55007900207005","550790207005","69","7"
"G55007900208001","550790208001","42","3"
"G55007900208002","550790208002","40","2"
"G55007900208003","550790208003","42","3"
"G55007900208004","550790208004","40","2"
"G55007900209001","550790209001","61","6"
"G55007900209002","550790209002","57","5"
"G55007900209003","550790209003","66","7"
"G55007900210001","550790210001","68","7"
"G55007900210002","550790210002","61","6"
"G55007900211001","550790211001","64","6"
"G55007900212001","550790212001","70","7"
"G55007900212002","550790212002","98","10"
"G55007900213001","550790213001","83","9"
"G55007900214001","550790214001","77","8"
"G55007900214002","550790214002","82","9"
"G55007900215001","550790215001","53","4"
"G55007900215002","550790215002","61","6"
"G55007900215003","550790215003","67","7"
"G55007900216001","550790216001","81","9"
"G55007900216002","550790216002","62","6"
"G55007900217001","550790217001","54","5"
"G55007900217002","550790217002","59","5"
"G55007900217003","550790217003","62","6"
"G55007900217004","550790217004","63","6"
"G55007900217005","550790217005","64","6"
"G55007900218001","550790218001","71","7"
"G55007900218002","550790218002","61","6"
"G55007900301001","550790301001","29","1"
"G55007900301002","550790301002","20","1"
"G55007900301003","550790301003","23","1"
"G55007900351001","550790351001","6","1"
"G55007900351002","550790351002","8","1"
"G55007900352001","550790352001","40","2"
"G55007900352002","550790352002","31","2"
"G55007900352003","550790352003","29","1"
"G55007900352004","550790352004","24","1"
"G55007900401001","550790401001","7","1"
"G55007900501011","550790501011","53","4"
"G55007900501012","550790501012","47","3"
"G55007900501013","550790501013","57","5"
"G55007900501014","550790501014","59","5"
"G55007900501031","550790501031","31","2"
"G55007900501032","550790501032","94","10"
"G55007900501033","550790501033","48","4"
"G55007900501041","550790501041","58","5"
"G55007900501042","550790501042","75","8"
"G55007900601011","550790601011","35","2"
"G55007900601012","550790601012","40","2"
"G55007900601013","550790601013","39","2"
"G55007900601021","550790601021","43","3"
"G55007900601022","550790601022","40","2"
"G55007900602001","550790602001","53","4"
"G55007900602002","550790602002","54","5"
"G55007900602003","550790602003","50","4"
"G55007900602004","550790602004","55","5"
"G55007900701001","550790701001","16","1"
"G55007900701002","550790701002","19","1"
"G55007900701003","550790701003","21","1"
"G55007900701004","550790701004","18","1"
"G55007900701005","550790701005","16","1"
"G55007900702001","550790702001","7","1"
"G55007900702002","550790702002","13","1"
"G55007900702003","550790702003","7","1"
"G55007900702004","550790702004","10","1"
"G55007900702005","550790702005","12","1"
"G55007900703001","550790703001","38","2"
"G55007900703002","550790703002","27","1"
"G55007900703003","550790703003","29","1"
"G55007900703004","550790703004","26","1"
"G55007900703005","550790703005","45","3"
"G55007900801001","550790801001","25","1"
"G55007900801002","550790801002","27","1"
"G55007900801003","550790801003","31","2"
"G55007900802001","550790802001","33","2"
"G55007900802002","550790802002","32","2"
"G55007900802003","550790802003","31","2"
"G55007900803001","550790803001","26","1"
"G55007900803002","550790803002","7","1"
"G55007900803003","550790803003","17","1"
"G55007900803004","550790803004","16","1"
"G55007900803005","550790803005","16","1"
"G55007900804001","550790804001","28","1"
"G55007900804002","550790804002","58","5"
"G55007900901001","550790901001","51","4"
"G55007900901002","550790901002","53","4"
"G55007900901003","550790901003","59","5"
"G55007900901004","550790901004","54","5"
"G55007900902001","550790902001","43","3"
"G55007900902002","550790902002","39","2"
"G55007900903001","550790903001","48","4"
"G55007900903002","550790903002","40","2"
"G55007900906001","550790906001","48","4"
"G55007900906002","550790906002","47","3"
"G55007900906003","550790906003","47","3"
"G55007900906004","550790906004","45","3"
"G55007900907001","550790907001","17","1"
"G55007900907002","550790907002","23","1"
"G55007900907003","550790907003","20","1"
"G55007900908001","550790908001","25","1"
"G55007900908002","550790908002","22","1"
"G55007900908003","550790908003","30","1"
"G55007900909001","550790909001","42","3"
"G55007900909002","550790909002","39","2"
"G55007900909003","550790909003","47","3"
"G55007900909004","550790909004","36","2"
"G55007900910001","550790910001","37","2"
"G55007900910002","550790910002","46","3"
"G55007900910003","550790910003","42","3"
"G55007900910004","550790910004","49","4"
"G55007900910005","550790910005","34","2"
"G55007900910006","550790910006","33","2"
"G55007900911001","550790911001","17","1"
"G55007900911002","550790911002","30","1"
"G55007900911003","550790911003","27","1"
"G55007900911004","550790911004","22","1"
"G55007900912001","550790912001","44","3"
"G55007900912002","550790912002","44","3"
"G55007900912003","550790912003","44","3"
"G55007900912004","550790912004","44","3"
"G55007900913001","550790913001","27","1"
"G55007900913002","550790913002","25","1"
"G55007900913003","550790913003","31","2"
"G55007900913004","550790913004","25","1"
"G55007900914001","550790914001","39","2"
"G55007900914002","550790914002","38","2"
"G55007901001001","550791001001","73","8"
"G55007901001002","550791001002","69","7"
"G55007901001003","550791001003","68","7"
"G55007901001004","550791001004","69","7"
"G55007901002001","550791002001","83","9"
"G55007901002002","550791002002","78","8"
"G55007901002003","550791002003","81","9"
"G55007901002004","550791002004","66","7"
"G55007901003001","550791003001","75","8"
"G55007901003002","550791003002","75","8"
"G55007901004001","550791004001","70","7"
"G55007901004002","550791004002","66","7"
"G55007901004003","550791004003","74","8"
"G55007901005001","550791005001","66","7"
"G55007901005002","550791005002","72","8"
"G55007901005003","550791005003","72","8"
"G55007901005004","550791005004","76","8"
"G55007901006001","550791006001","69","7"
"G55007901006002","550791006002","71","7"
"G55007901007001","550791007001","61","6"
"G55007901007002","550791007002","68","7"
"G55007901007003","550791007003","64","6"
"G55007901007004","550791007004","70","7"
"G55007901008001","550791008001","63","6"
"G55007901008002","550791008002","65","6"
"G55007901009001","550791009001","79","9"
"G55007901009002","550791009002","72","8"
"G55007901009003","550791009003","65","6"
"G55007901010001","550791010001","50","4"
"G55007901010002","550791010002","45","3"
"G55007901010003","550791010003","51","4"
"G55007901011001","550791011001","70","7"
"G55007901011002","550791011002","69","7"
"G55007901012001","550791012001","67","7"
"G55007901012002","550791012002","70","7"
"G55007901012003","550791012003","62","6"
"G55007901013001","550791013001","65","6"
"G55007901013002","550791013002","65","6"
"G55007901013003","550791013003","64","6"
"G55007901013004","550791013004","61","6"
"G55007901014001","550791014001","73","8"
"G55007901014002","550791014002","69","7"
"G55007901014003","550791014003","70","7"
"G55007901014004","550791014004","71","7"
"G55007901015001","550791015001","72","8"
"G55007901015002","550791015002","73","8"
"G55007901015003","550791015003","72","8"
"G55007901015004","550791015004","85","9"
"G55007901016001","550791016001","64","6"
"G55007901016002","550791016002","69","7"
"G55007901016003","550791016003","69","7"
"G55007901016004","550791016004","67","7"
"G55007901016005","550791016005","70","7"
"G55007901017001","550791017001","69","7"
"G55007901017002","550791017002","66","7"
"G55007901017003","550791017003","62","6"
"G55007901017004","550791017004","57","5"
"G55007901018001","550791018001","72","8"
"G55007901018002","550791018002","62","6"
"G55007901018003","550791018003","68","7"
"G55007901101001","550791101001","79","9"
"G55007901101002","550791101002","72","8"
"G55007901101003","550791101003","69","7"
"G55007901201011","550791201011","45","3"
"G55007901201012","550791201012","56","5"
"G55007901201013","550791201013","43","3"
"G55007901201021","550791201021","45","3"
"G55007901201022","550791201022","32","2"
"G55007901201023","550791201023","46","3"
"G55007901202011","550791202011","57","5"
"G55007901202012","550791202012","44","3"
"G55007901202013","550791202013","59","5"
"G55007901202014","550791202014","97","10"
"G55007901202021","550791202021","67","7"
"G55007901202022","550791202022","69","7"
"G55007901202023","550791202023","65","6"
"G55007901202031","550791202031","44","3"
"G55007901202032","550791202032","61","6"
"G55007901202033","550791202033","66","7"
"G55007901203001","550791203001","63","6"
"G55007901204001","550791204001","65","6"
"G55007901204002","550791204002","71","7"
"G55007901204003","550791204003","57","5"
"G55007901204004","550791204004","62","6"
"G55007901204005","550791204005","64","6"
"G55007901205011","550791205011","49","4"
"G55007901205012","550791205012","53","4"
"G55007901205013","550791205013","59","5"
"G55007901205021","550791205021","56","5"
"G55007901205022","550791205022","37","2"
"G55007901205023","550791205023","54","5"
"G55007901205024","550791205024","74","8"
"G55007901301001","550791301001","41","3"
"G55007901301002","550791301002","38","2"
"G55007901301003","550791301003","42","3"
"G55007901302001","550791302001","41","3"
"G55007901302002","550791302002","48","4"
"G55007901302003","550791302003","39","2"
"G55007901401001","550791401001","27","1"
"G55007901401002","550791401002","35","2"
"G55007901402011","550791402011","49","4"
"G55007901402012","550791402012","44","3"
"G55007901402013","550791402013","49","4"
"G55007901402014","550791402014","50","4"
"G55007901402021","550791402021","44","3"
"G55007901402022","550791402022","42","3"
"G55007901402023","550791402023","45","3"
"G55007901402024","550791402024","49","4"
"G55007901501001","550791501001","39","2"
"G55007901501002","550791501002","50","4"
"G55007901501003","550791501003","37","2"
"G55007901501004","550791501004","26","1"
"G55007901503011","550791503011","36","2"
"G55007901503012","550791503012","38","2"
"G55007901503013","550791503013","34","2"
"G55007901503014","550791503014","37","2"
"G55007901503031","550791503031","37","2"
"G55007901503032","550791503032","40","2"
"G55007901503033","550791503033","50","4"
"G55007901503041","550791503041","35","2"
"G55007901503042","550791503042","67","7"
"G55007901503043","550791503043","13","1"
"G55007901503044","550791503044","39","2"
"G55007901601011","550791601011","48","4"
"G55007901601012","550791601012","42","3"
"G55007901601021","550791601021","74","8"
"G55007901601022","550791601022","74","8"
"G55007901602021","550791602021","34","2"
"G55007901602022","550791602022","39","2"
"G55007901602023","550791602023","42","3"
"G55007901602024","550791602024","38","2"
"G55007901602031","550791602031","43","3"
"G55007901602032","550791602032","36","2"
"G55007901602033","550791602033","47","3"
"G55007901602051","550791602051","63","6"
"G55007901602052","550791602052","68","7"
"G55007901602053","550791602053","55","5"
"G55007901602061","550791602061","47","3"
"G55007901603011","550791603011","39","2"
"G55007901603012","550791603012","33","2"
"G55007901603013","550791603013","26","1"
"G55007901603021","550791603021","30","1"
"G55007901603022","550791603022","32","2"
"G55007901701001","550791701001","53","4"
"G55007901701002","550791701002","54","5"
"G55007901702001","550791702001","54","5"
"G55007901702002","550791702002","84","9"
"G55007901702003","550791702003","67","7"
"G55007901703001","550791703001","71","7"
"G55007901703002","550791703002","61","6"
"G55007901703003","550791703003","62","6"
"G55007901704001","550791704001","55","5"
"G55007901704002","550791704002","50","4"
"G55007901705001","550791705001","69","7"
"G55007901705002","550791705002","71","7"
"G55007901706001","550791706001","70","7"
"G55007901706002","550791706002","67","7"
"G55007901706003","550791706003","69","7"
"G55007901706004","550791706004","67","7"
"G55007901707001","550791707001","65","6"
"G55007901707002","550791707002","66","7"
"G55007901707003","550791707003","66","7"
"G55007901801001","550791801001","57","5"
"G55007901801002","550791801002","61","6"
"G55007901801003","550791801003","63","6"
"G55007901802001","550791802001","71","7"
"G55007901802002","550791802002","68","7"
"G55007901802003","550791802003","71","7"
"G55007901802004","550791802004","78","8"
"G55007901802005","550791802005","69","7"
"G55007901803001","550791803001","66","7"
"G55007901803002","550791803002","63","6"
"G55007901804001","550791804001","61","6"
"G55007901804002","550791804002","66","7"
"G55007901804003","550791804003","72","8"
"G55007901805001","550791805001","56","5"
"G55007901805002","550791805002","59","5"
"G55007901805003","550791805003","61","6"
"G55007901805004","550791805004","68","7"
"G55007901851001","550791851001","66","7"
"G55007901851002","550791851002","70","7"
"G55007901852001","550791852001","68","7"
"G55007901852002","550791852002","70","7"
"G55007901852003","550791852003","59","5"
"G55007901852004","550791852004","71","7"
"G55007901853001","550791853001","55","5"
"G55007901853002","550791853002","42","3"
"G55007901853003","550791853003","37","2"
"G55007901854001","550791854001","91","10"
"G55007901854002","550791854002","91","10"
"G55007901855001","550791855001","95","10"
"G55007901855002","550791855002","95","10"
"G55007901856001","550791856001","65","6"
"G55007901856002","550791856002","63","6"
"G55007901856003","550791856003","66","7"
"G55007901857001","550791857001","92","10"
"G55007901857002","550791857002","92","10"
"G55007901857003","550791857003","92","10"
"G55007901858001","550791858001","84","9"
"G55007901858002","550791858002","92","10"
"G55007901859001","550791859001","73","8"
"G55007901860001","550791860001","78","8"
"G55007901860002","550791860002","78","8"
"G55007901861001","550791861001","100","10"
"G55007901861002","550791861002","94","10"
"G55007901862001","550791862001","96","10"
"G55007901862002","550791862002","97","10"
"G55007901863001","550791863001","GQ","GQ"
"G55007901863002","550791863002","21","1"
"G55007901864001","550791864001","GQ","GQ"
"G55007901864002","550791864002","QDI","QDI"
"G55007901865001","550791865001","63","6"
"G55007901865002","550791865002","98","10"
"G55007901866001","550791866001","77","8"
"G55007901866002","550791866002","80","9"
"G55007901868001","550791868001","95","10"
"G55007901868002","550791868002","98","10"
"G55007901869001","550791869001","30","1"
"G55007901870001","550791870001","60","5"
"G55007901870002","550791870002","65","6"
"G55007901870003","550791870003","58","5"
"G55007901872001","550791872001","32","2"
"G55007901872002","550791872002","40","2"
"G55007901872003","550791872003","26","1"
"G55007901872004","550791872004","GQ-PH","GQ-PH"
"G55007901873001","550791873001","32","2"
"G55007901873002","550791873002","27","1"
"G55007901873003","550791873003","27","1"
"G55007901874001","550791874001","28","1"
"G55007901874002","550791874002","37","2"
"G55007901874003","550791874003","30","1"
"G55007909800001","550799800001","PH","PH"
"G55007909900000","550799900000","PH","PH"
"G55008109501001","550819501001","74","8"
"G55008109501002","550819501002","60","5"
"G55008109501003","550819501003","40","2"
"G55008109501004","550819501004","63","6"
"G55008109502001","550819502001","49","4"
"G55008109502002","550819502002","57","5"
"G55008109502003","550819502003","49","4"
"G55008109502004","550819502004","60","5"
"G55008109503001","550819503001","64","6"
"G55008109503002","550819503002","67","7"
"G55008109503003","550819503003","66","7"
"G55008109503004","550819503004","64","6"
"G55008109503005","550819503005","64","6"
"G55008109504001","550819504001","81","9"
"G55008109504002","550819504002","89","10"
"G55008109504003","550819504003","79","9"
"G55008109504004","550819504004","78","8"
"G55008109505001","550819505001","73","8"
"G55008109505002","550819505002","71","7"
"G55008109505003","550819505003","72","8"
"G55008109505004","550819505004","49","4"
"G55008109505005","550819505005","65","6"
"G55008109506001","550819506001","81","9"
"G55008109506002","550819506002","83","9"
"G55008109506003","550819506003","87","10"
"G55008109507001","550819507001","63","6"
"G55008109507002","550819507002","59","5"
"G55008109507003","550819507003","54","5"
"G55008109507004","550819507004","57","5"
"G55008109508001","550819508001","56","5"
"G55008109508002","550819508002","62","6"
"G55008109508003","550819508003","63","6"
"G55008109508004","550819508004","58","5"
"G55008109509001","550819509001","53","4"
"G55008109509002","550819509002","73","8"
"G55008109509003","550819509003","47","3"
"G55008109509004","550819509004","47","3"
"G55008301003001","550831003001","58","5"
"G55008301003002","550831003002","68","7"
"G55008301005001","550831005001","75","8"
"G55008301005002","550831005002","61","6"
"G55008301005003","550831005003","64","6"
"G55008301006001","550831006001","73","8"
"G55008301006002","550831006002","73","8"
"G55008301007001","550831007001","76","8"
"G55008301007002","550831007002","84","9"
"G55008301007003","550831007003","85","9"
"G55008301008001","550831008001","76","8"
"G55008301008002","550831008002","68","7"
"G55008301008003","550831008003","64","6"
"G55008301009001","550831009001","70","7"
"G55008301009002","550831009002","85","9"
"G55008301009003","550831009003","70","7"
"G55008301010001","550831010001","59","5"
"G55008301010002","550831010002","72","8"
"G55008301010003","550831010003","76","8"
"G55008301011001","550831011001","61","6"
"G55008301011002","550831011002","51","4"
"G55008301011003","550831011003","51","4"
"G55008301012001","550831012001","73","8"
"G55008301012002","550831012002","73","8"
"G55008301012003","550831012003","77","8"
"G55008301013011","550831013011","35","2"
"G55008301013012","550831013012","42","3"
"G55008301013021","550831013021","49","4"
"G55008301013022","550831013022","49","4"
"G55008309900000","550839900000","PH","PH"
"G55008509701011","550859701011","39","2"
"G55008509701012","550859701012","33","2"
"G55008509701031","550859701031","60","5"
"G55008509701041","550859701041","58","5"
"G55008509701042","550859701042","59","5"
"G55008509701043","550859701043","63","6"
"G55008509704001","550859704001","57","5"
"G55008509704002","550859704002","58","5"
"G55008509705001","550859705001","49","4"
"G55008509706011","550859706011","49","4"
"G55008509706012","550859706012","53","4"
"G55008509706031","550859706031","70","7"
"G55008509706032","550859706032","56","5"
"G55008509706041","550859706041","57","5"
"G55008509706042","550859706042","46","3"
"G55008509708001","550859708001","59","5"
"G55008509708002","550859708002","65","6"
"G55008509708003","550859708003","52","4"
"G55008509709001","550859709001","45","3"
"G55008509709002","550859709002","49","4"
"G55008509709003","550859709003","50","4"
"G55008509709004","550859709004","50","4"
"G55008509710011","550859710011","59","5"
"G55008509710012","550859710012","60","5"
"G55008509710021","550859710021","52","4"
"G55008509710022","550859710022","42","3"
"G55008509710023","550859710023","58","5"
"G55008509711001","550859711001","44","3"
"G55008509711002","550859711002","56","5"
"G55008509711003","550859711003","50","4"
"G55008509713001","550859713001","32","2"
"G55008509713002","550859713002","49","4"
"G55008509714001","550859714001","88","10"
"G55008509714002","550859714002","86","9"
"G55008509714003","550859714003","93","10"
"G55008509714004","550859714004","80","9"
"G55008509715001","550859715001","84","9"
"G55008509715002","550859715002","96","10"
"G55008509715003","550859715003","79","9"
"G55008509715004","550859715004","90","10"
"G55008700101001","550870101001","GQ","GQ"
"G55008700101002","550870101002","77","8"
"G55008700101003","550870101003","85","9"
"G55008700102001","550870102001","77","8"
"G55008700102002","550870102002","78","8"
"G55008700102003","550870102003","77","8"
"G55008700102004","550870102004","81","9"
"G55008700102005","550870102005","74","8"
"G55008700103001","550870103001","83","9"
"G55008700103002","550870103002","78","8"
"G55008700105011","550870105011","69","7"
"G55008700105012","550870105012","77","8"
"G55008700105013","550870105013","73","8"
"G55008700105021","550870105021","GQ","GQ"
"G55008700106011","550870106011","55","5"
"G55008700106012","550870106012","58","5"
"G55008700106013","550870106013","65","6"
"G55008700106021","550870106021","63","6"
"G55008700106022","550870106022","58","5"
"G55008700106023","550870106023","56","5"
"G55008700107001","550870107001","73","8"
"G55008700107002","550870107002","68","7"
"G55008700107003","550870107003","63","6"
"G55008700107004","550870107004","66","7"
"G55008700108001","550870108001","67","7"
"G55008700108002","550870108002","73","8"
"G55008700109001","550870109001","63","6"
"G55008700109002","550870109002","55","5"
"G55008700110011","550870110011","79","9"
"G55008700110012","550870110012","82","9"
"G55008700110013","550870110013","QDI","QDI"
"G55008700110021","550870110021","82","9"
"G55008700110022","550870110022","69","7"
"G55008700110023","550870110023","63","6"
"G55008700111011","550870111011","69","7"
"G55008700111012","550870111012","55","5"
"G55008700111013","550870111013","61","6"
"G55008700111014","550870111014","51","4"
"G55008700111031","550870111031","46","3"
"G55008700111032","550870111032","32","2"
"G55008700111033","550870111033","52","4"
"G55008700111041","550870111041","61","6"
"G55008700111042","550870111042","56","5"
"G55008700112001","550870112001","66","7"
"G55008700112002","550870112002","67","7"
"G55008700112003","550870112003","75","8"
"G55008700113001","550870113001","65","6"
"G55008700113002","550870113002","61","6"
"G55008700113003","550870113003","62","6"
"G55008700113004","550870113004","69","7"
"G55008700114001","550870114001","49","4"
"G55008700114002","550870114002","64","6"
"G55008700114003","550870114003","65","6"
"G55008700114004","550870114004","74","8"
"G55008700114005","550870114005","78","8"
"G55008700115011","550870115011","68","7"
"G55008700115012","550870115012","70","7"
"G55008700115013","550870115013","71","7"
"G55008700115014","550870115014","69","7"
"G55008700115021","550870115021","63","6"
"G55008700115022","550870115022","67","7"
"G55008700115023","550870115023","53","4"
"G55008700115024","550870115024","43","3"
"G55008700116001","550870116001","50","4"
"G55008700116002","550870116002","65","6"
"G55008700116003","550870116003","50","4"
"G55008700116004","550870116004","54","5"
"G55008700116005","550870116005","47","3"
"G55008700117001","550870117001","71","7"
"G55008700117002","550870117002","77","8"
"G55008700117003","550870117003","76","8"
"G55008700118001","550870118001","76","8"
"G55008700118002","550870118002","80","9"
"G55008700119011","550870119011","79","9"
"G55008700119012","550870119012","59","5"
"G55008700119021","550870119021","62","6"
"G55008700119022","550870119022","55","5"
"G55008700119023","550870119023","50","4"
"G55008700119024","550870119024","63","6"
"G55008700120001","550870120001","60","5"
"G55008700120002","550870120002","41","3"
"G55008700120003","550870120003","51","4"
"G55008700120004","550870120004","38","2"
"G55008700121011","550870121011","51","4"
"G55008700121012","550870121012","43","3"
"G55008700121021","550870121021","75","8"
"G55008700121022","550870121022","71","7"
"G55008700121023","550870121023","58","5"
"G55008700122001","550870122001","81","9"
"G55008700122002","550870122002","84","9"
"G55008700123001","550870123001","84","9"
"G55008700123002","550870123002","81","9"
"G55008700124001","550870124001","63","6"
"G55008700124002","550870124002","72","8"
"G55008700125031","550870125031","23","1"
"G55008700125032","550870125032","19","1"
"G55008700125041","550870125041","32","2"
"G55008700125042","550870125042","32","2"
"G55008700125043","550870125043","40","2"
"G55008700125051","550870125051","31","2"
"G55008700125052","550870125052","38","2"
"G55008700125053","550870125053","35","2"
"G55008700125061","550870125061","48","4"
"G55008700125062","550870125062","58","5"
